Source apportionment for 150 cities
commit 6a045405445885d5976afee7b0f674567d072dd9
emissions cdf = Z:/pisonen/SHERPA/pm25_slidingWindows_emepChimere/emep/full domain/BC_emi_PM25_Y_SNAP.nc
concentrations cdf = Z:/pisonen/SHERPA/pm25_slidingWindows_emepChimere/emep/full domain/BC_conc_PM25_Y_emep.nc
model folder = Z:/pisonen/SHERPA/pm25_slidingWindows_emepChimere/emep/full domain/SR_SURF_ug_PM25_rh50.nc
model;pollutant;target;source;snap;precursor;potential;relative_potential;potency;target_conc_basecase;delta_conc;DE
sherpa_emep;PM25;Linz;Linz_International;8;PPM;7.825833e-02;5.546007e-01;1.094352e-06;1.411075e+01;3.912917e-02;3.575556e+04
sherpa_emep;PM25;Linz;Linz_International;8;SOx;9.567217e-03;6.780089e-02;1.316990e-07;1.411075e+01;4.783608e-03;3.632229e+04
sherpa_emep;PM25;Linz;Linz_International;9;NH3;5.995541e-02;4.248916e-01;3.723476e-07;1.411075e+01;2.997770e-02;8.051000e+04
sherpa_emep;PM25;Linz;Linz_International;9;NMVOC;1.536998e-03;1.089239e-02;1.008155e-08;1.411075e+01;7.684991e-04;7.622829e+04
sherpa_emep;PM25;Linz;Linz_International;9;NOx;5.371061e-04;3.806360e-03;1.038543e-07;1.411075e+01;2.685531e-04;2.585865e+03
sherpa_emep;PM25;Linz;Linz_International;9;PPM;8.432618e-02;5.976023e-01;1.131374e-06;1.411075e+01;4.216309e-02;3.726716e+04
sherpa_emep;PM25;Linz;Linz_International;9;SOx;5.697976e-04;4.038038e-03;3.417513e-07;1.411075e+01;2.848988e-04;8.336438e+02
sherpa_emep;PM25;Wien;Wien_City;10;NH3;4.619777e-02;3.832613e-01;4.339699e-04;1.205385e+01;2.309888e-02;5.322693e+01
sherpa_emep;PM25;Wien;Wien_City;10;NMVOC;8.492777e-07;7.045694e-06;1.069483e-05;1.205385e+01;4.246388e-07;3.970507e-02
sherpa_emep;PM25;Wien;Wien_City;10;NOx;7.744564e-08;6.424968e-07;3.863865e-05;1.205385e+01;3.872282e-08;1.002178e-03
sherpa_emep;PM25;Wien;Wien_City;10;PPM;8.263569e-04;6.855540e-03;6.083414e-04;1.205385e+01;4.131784e-04;6.791885e-01
sherpa_emep;PM25;Wien;Wien_City;10;SOx;2.285060e-07;1.895709e-06;1.038598e-04;1.205385e+01;1.142530e-07;1.100069e-03
sherpa_emep;PM25;Wien;Wien_City;1;NH3;3.308162e-02;2.744485e-01;5.086251e-04;1.205385e+01;1.654081e-02;3.252063e+01
sherpa_emep;PM25;Wien;Wien_City;1;NMVOC;4.962359e-03;4.116823e-02;1.082757e-05;1.205385e+01;2.481179e-03;2.291539e+02
sherpa_emep;PM25;Wien;Wien_City;1;NOx;9.405578e-02;7.802963e-01;4.357221e-05;1.205385e+01;4.702789e-02;1.079309e+03
sherpa_emep;PM25;Wien;Wien_City;1;PPM;1.195907e-01;9.921368e-01;6.567466e-04;1.205385e+01;5.979536e-02;9.104784e+01
sherpa_emep;PM25;Wien;Wien_City;1;SOx;3.243266e-02;2.690646e-01;1.611766e-04;1.205385e+01;1.621633e-02;1.006122e+02
sherpa_emep;PM25;Wien;Wien_City;2;NH3;7.258911e-02;6.022066e-01;6.489070e-04;1.205385e+01;3.629455e-02;5.593183e+01
sherpa_emep;PM25;Wien;Wien_City;2;NMVOC;7.329707e-03;6.080799e-02;1.494748e-05;1.205385e+01;3.664853e-03;2.451821e+02
sherpa_emep;PM25;Wien;Wien_City;2;NOx;7.374232e-02;6.117737e-01;4.564304e-05;1.205385e+01;3.687116e-02;8.078156e+02
sherpa_emep;PM25;Wien;Wien_City;2;PPM;1.200622e-01;9.960479e-01;9.121425e-04;1.205385e+01;6.003108e-02;6.581328e+01
sherpa_emep;PM25;Wien;Wien_City;2;SOx;5.213934e-02;4.325532e-01;1.261643e-04;1.205385e+01;2.606967e-02;2.066326e+02
sherpa_emep;PM25;Wien;Wien_City;3;NH3;1.669387e-02;1.384941e-01;8.092258e-04;1.205385e+01;8.346937e-03;1.031472e+01
sherpa_emep;PM25;Wien;Wien_City;3;NMVOC;3.858158e-03;3.200767e-02;1.757360e-05;1.205385e+01;1.929079e-03;1.097714e+02
sherpa_emep;PM25;Wien;Wien_City;3;NOx;5.399763e-02;4.479698e-01;5.386981e-05;1.205385e+01;2.699882e-02;5.011864e+02
sherpa_emep;PM25;Wien;Wien_City;3;PPM;6.725943e-02;5.579910e-01;1.071236e-03;1.205385e+01;3.362972e-02;3.139338e+01
sherpa_emep;PM25;Wien;Wien_City;3;SOx;9.092152e-02;7.542942e-01;1.511508e-04;1.205385e+01;4.546076e-02;3.007643e+02
sherpa_emep;PM25;Wien;Wien_City;4;NH3;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;4;NMVOC;8.385236e-03;6.956477e-02;1.626715e-05;1.205385e+01;4.192618e-03;2.577352e+02
sherpa_emep;PM25;Wien;Wien_City;4;NOx;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;4;PPM;1.107380e-01;9.186938e-01;1.066108e-03;1.205385e+01;5.536901e-02;5.193563e+01
sherpa_emep;PM25;Wien;Wien_City;4;SOx;3.348706e-03;2.778121e-02;1.511508e-04;1.205385e+01;1.674353e-03;1.107737e+01
sherpa_emep;PM25;Wien;Wien_City;5;NH3;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;5;NMVOC;1.627814e-03;1.350451e-02;1.704907e-05;1.205385e+01;8.139070e-04;4.773909e+01
sherpa_emep;PM25;Wien;Wien_City;5;NOx;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;5;PPM;2.696176e-07;2.236775e-06;1.088970e-03;1.205385e+01;1.348088e-07;1.237948e-04
sherpa_emep;PM25;Wien;Wien_City;5;SOx;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;6;NH3;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;6;NMVOC;9.510358e-02;7.889889e-01;1.584521e-05;1.205385e+01;4.755179e-02;3.001020e+03
sherpa_emep;PM25;Wien;Wien_City;6;NOx;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;6;PPM;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;6;SOx;0.000000e+00;0.000000e+00;nan;1.205385e+01;0.000000e+00;nan
sherpa_emep;PM25;Wien;Wien_City;7;NH3;1.077804e-01;8.941569e-01;7.161590e-04;1.205385e+01;5.389019e-02;7.524891e+01
sherpa_emep;PM25;Wien;Wien_City;7;NMVOC;1.222281e-02;1.014016e-01;1.427939e-05;1.205385e+01;6.111403e-03;4.279878e+02
sherpa_emep;PM25;Wien;Wien_City;7;NOx;1.852732e-01;1.537045e+00;4.842986e-05;1.205385e+01;9.263658e-02;1.912799e+03
sherpa_emep;PM25;Wien;Wien_City;7;PPM;1.659270e-01;1.376548e+00;9.235175e-04;1.205385e+01;8.296352e-02;8.983427e+01
sherpa_emep;PM25;Wien;Wien_City;7;SOx;7.443248e-04;6.174994e-03;1.347468e-04;1.205385e+01;3.721624e-04;2.761939e+00
sherpa_emep;PM25;Wien;Wien_City;8;NH3;4.008140e-04;3.325194e-03;5.399934e-04;1.205385e+01;2.004070e-04;3.711286e-01
sherpa_emep;PM25;Wien;Wien_City;8;NMVOC;5.984126e-03;4.964491e-02;1.227928e-05;1.205385e+01;2.992063e-03;2.436676e+02
sherpa_emep;PM25;Wien;Wien_City;8;NOx;6.983403e-02;5.793502e-01;4.340735e-05;1.205385e+01;3.491701e-02;8.044033e+02
sherpa_emep;PM25;Wien;Wien_City;8;PPM;1.075335e-01;8.921086e-01;7.962721e-04;1.205385e+01;5.376674e-02;6.752308e+01
sherpa_emep;PM25;Wien;Wien_City;8;SOx;4.149668e-03;3.442607e-02;9.152641e-05;1.205385e+01;2.074834e-03;2.266924e+01
sherpa_emep;PM25;Wien;Wien_City;9;NH3;2.589651e-01;2.148401e+00;6.947618e-04;1.205385e+01;1.294826e-01;1.863697e+02
sherpa_emep;PM25;Wien;Wien_City;9;NMVOC;3.098827e-04;2.570818e-03;2.745150e-05;1.205385e+01;1.549414e-04;5.644185e+00
sherpa_emep;PM25;Wien;Wien_City;9;NOx;1.993714e-04;1.654005e-03;6.356455e-05;1.205385e+01;9.968569e-05;1.568259e+00
sherpa_emep;PM25;Wien;Wien_City;9;PPM;5.487053e-02;4.552115e-01;1.000582e-03;1.205385e+01;2.743527e-02;2.741930e+01
sherpa_emep;PM25;Wien;Wien_City;9;SOx;5.863482e-04;4.864404e-03;1.748747e-04;1.205385e+01;2.931741e-04;1.676481e+00
sherpa_emep;PM25;Wien;Wien_Comm;10;NH3;6.948779e-01;5.764778e+00;9.150224e-05;1.205385e+01;3.474390e-01;3.797054e+03
sherpa_emep;PM25;Wien;Wien_Comm;10;NMVOC;4.190564e-05;3.476534e-04;1.239091e-06;1.205385e+01;2.095282e-05;1.690983e+01
sherpa_emep;PM25;Wien;Wien_Comm;10;NOx;2.285781e-05;1.896307e-04;7.030111e-06;1.205385e+01;1.142890e-05;1.625707e+00
